CustomerID,Date,Items
3084,2015-08-12,"['chicken', 'margarine']"
2046,2015-08-21,"['pork', 'dessert']"
4180,2015-09-07,"['hamburger meat', 'dessert']"
3049,2015-02-05,"['beef', 'yogurt']"
1058,2014-08-07,"['root vegetables', 'yogurt']"
3938,2014-07-29,"['white bread', 'pip fruit']"
4529,2015-05-24,"['tropical fruit', 'flower soil/fertilizer']"
1504,2014-10-14,"['whole milk', 'yogurt']"
3862,2014-12-26,"['bottled water', 'salty snack']"
1925,2014-06-03,"['long life bakery product', 'brown bread']"
3262,2015-06-11,"['newspapers', 'domestic eggs']"
1237,2015-03-08,"['hard cheese', 'rolls/buns']"
3186,2014-12-11,"['hard cheese', 'oil']"
1011,2014-02-15,"['candy', 'citrus fruit', 'bottled water', 'rolls/buns']"
1003,2015-02-10,"['sausage', 'rolls/buns']"
3041,2014-02-18,"['shopping bags', 'pastry']"
3923,2014-06-28,"['canned vegetables', 'other vegetables', 'shopping bags']"
1512,2014-04-29,"['bottled beer', 'fruit/vegetable juice']"
1466,2014-05-24,['root vegetables']
3674,2015-03-22,"['root vegetables', 'beverages', 'other vegetables']"
1648,2014-10-31,"['whole milk', 'grapes']"
4337,2015-10-26,"['napkins', 'tropical fruit']"
2545,2014-10-11,"['domestic eggs', 'other vegetables']"
3035,2015-11-29,"['bottled beer', 'yogurt']"
4452,2015-11-23,"['other vegetables', 'pork']"
2856,2015-08-21,"['meat', 'other vegetables']"
4996,2015-10-24,"['bottled beer', 'dessert']"
4172,2015-02-18,"['tropical fruit', 'whole milk', 'white bread', 'pastry', 'grapes']"
2458,2015-08-23,"['pip fruit', 'rolls/buns', 'frankfurter']"
2030,2015-09-04,"['soda', 'salty snack']"
4613,2014-11-02,"['pet care', 'packaged fruit/vegetables']"
3484,2014-11-19,"['UHT-milk', 'rolls/buns']"
2293,2015-05-08,"['chicken', 'rolls/buns']"
3281,2015-06-16,"['sausage', 'frozen potato products']"
4967,2015-08-06,"['whole milk', 'pip fruit']"
4337,2014-08-28,"['sausage', 'cream cheese ']"
3477,2014-07-17,"['long life bakery product', 'tropical fruit', 'bottled water']"
4180,2014-04-21,"['white bread', 'shopping bags']"
4793,2014-11-25,"['ice cream', 'bottled water']"
2750,2015-09-14,"['whole milk', 'other vegetables', 'pork', 'onions']"
1889,2015-08-28,"['chicken', 'ham']"
1073,2014-03-21,"['brown bread', 'salt']"
3766,2015-05-07,"['tropical fruit', 'napkins', 'citrus fruit', 'frankfurter']"
1122,2014-09-25,"['chicken', 'dishes']"
3475,2014-12-23,"['yogurt', 'other vegetables']"
4762,2014-07-08,"['newspapers', 'pastry']"
2104,2014-09-25,"['berries', 'whole milk']"
1145,2014-09-13,"['bottled beer', 'soda']"
3115,2014-07-18,"['sugar', 'shopping bags']"
4946,2014-04-03,"['yogurt', 'frozen meals']"
4800,2014-12-29,"['berries', 'butter', 'tea']"
4192,2014-02-17,"['root vegetables', 'whole milk', 'oil', 'canned beer']"
4739,2014-02-04,"['yogurt', 'flour']"
4859,2015-09-09,"['whole milk', 'whipped/sour cream']"
4404,2014-04-29,"['root vegetables', 'cream cheese ']"
3389,2014-12-07,"['bottled water', 'butter milk']"
4670,2015-08-31,"['root vegetables', 'whole milk', 'newspapers']"
1118,2014-11-07,"['canned beer', 'processed cheese', 'pip fruit']"
3013,2014-05-12,"['UHT-milk', 'brown bread']"
2337,2015-08-15,"['hard cheese', 'hamburger meat']"
1634,2014-09-16,"['soda', 'chicken']"
2451,2014-02-26,"['hard cheese', 'bottled water', 'pip fruit']"
3138,2014-10-13,"['margarine', 'citrus fruit', 'curd']"
2934,2014-10-30,"['tropical fruit', 'butter milk']"
1158,2014-02-19,"['whole milk', 'bottled water']"
4711,2014-06-19,"['yogurt', 'other vegetables']"
3427,2014-06-05,"['yogurt', 'meat']"
1186,2015-04-26,"['canned fruit', 'whole milk', 'other vegetables']"
3758,2015-09-04,"['photo/film', 'whole milk']"
2307,2015-03-12,"['root vegetables', 'whole milk', 'grapes', 'shopping bags']"
4288,2014-09-24,"['soda', 'canned beer']"
3205,2015-01-17,"['pork', 'pip fruit']"
2017,2014-11-12,"['waffles', 'tropical fruit']"
3805,2014-09-18,"['specialty fat', 'butter milk']"
1466,2015-12-01,"['mayonnaise', 'sausage', 'other vegetables', 'seasonal products']"
1209,2014-11-01,"['sausage', 'dessert']"
2990,2014-05-31,"['UHT-milk', 'cream cheese ']"
3030,2014-05-02,"['dish cleaner', 'citrus fruit', 'pastry']"
1219,2014-10-02,"['brown bread', 'canned beer']"
2131,2014-02-18,"['soda', 'citrus fruit']"
4956,2014-03-04,"['whole milk', 'margarine', 'red/blush wine']"
2171,2015-04-22,"['beef', 'ice cream']"
4030,2015-07-04,"['chicken', 'domestic eggs', 'tropical fruit', 'fruit/vegetable juice', 'brown bread', 'cake bar', 'sausage', 'canned beer']"
4430,2015-12-02,"['tropical fruit', 'rolls/buns', 'frozen meals', 'curd']"
4873,2014-03-22,"['newspapers', 'other vegetables']"
4335,2015-10-12,"['citrus fruit', 'bottled water']"
4283,2014-06-20,"['tropical fruit', 'other vegetables']"
3410,2015-05-31,"['rolls/buns', 'yogurt']"
1696,2015-03-02,"['root vegetables', 'rolls/buns']"
3937,2014-10-02,"['soda', 'rolls/buns']"
1527,2015-12-30,"['whole milk', 'domestic eggs', 'bottled water']"
2597,2014-10-25,"['root vegetables', 'pip fruit']"
3232,2015-06-10,"['whole milk', 'ice cream']"
2962,2014-07-29,"['soda', 'pastry']"
2895,2015-08-14,"['whole milk', 'hamburger meat', 'long life bakery product']"
3101,2014-05-21,"['chocolate', 'fruit/vegetable juice']"
1829,2014-02-26,"['rolls/buns', 'brown bread']"
4202,2015-05-02,"['yogurt', 'other vegetables']"
3047,2015-09-07,"['whole milk', 'sausage']"
1456,2014-05-26,"['softener', 'whipped/sour cream']"
2926,2015-11-08,"['soda', 'whole milk', 'oil']"
4815,2014-01-24,"['coffee', 'cat food']"
3654,2014-06-17,"['newspapers', 'tropical fruit', 'ice cream']"
4041,2015-10-16,"['soda', 'white wine', 'frozen potato products']"
1161,2015-03-14,"['whole milk', 'spread cheese', 'yogurt', 'other vegetables']"
4366,2015-08-13,"['soda', 'semi-finished bread']"
2962,2015-03-01,"['domestic eggs', 'tropical fruit', 'bottled water']"
2088,2015-02-09,"['yogurt', 'pastry']"
1286,2014-12-19,"['root vegetables', 'chewing gum']"
2689,2014-08-27,"['canned fish', 'curd']"
1652,2014-05-05,"['newspapers', 'semi-finished bread', 'yogurt']"
1687,2014-06-24,"['other vegetables', 'specialty bar', 'misc. beverages']"
1608,2015-11-13,"['root vegetables', 'citrus fruit']"
4096,2014-05-23,"['pasta', 'margarine']"
4323,2015-10-11,"['tropical fruit', 'sauces']"
4244,2015-10-31,"['tropical fruit', 'oil']"
2041,2014-09-10,"['dessert', 'zwieback']"
2589,2014-10-04,"['artif. sweetener', 'grapes', 'shopping bags']"
2948,2015-06-19,"['organic sausage', 'hard cheese', 'other vegetables', 'bottled water']"
4226,2014-11-27,"['chocolate', 'dessert']"
2656,2014-03-31,"['newspapers', 'margarine']"
3567,2015-10-04,"['yogurt', 'tropical fruit']"
3082,2014-07-22,"['whole milk', 'domestic eggs', 'canned beer']"
3639,2014-07-23,"['root vegetables', 'yogurt']"
4235,2014-09-18,"['soda', 'shopping bags']"
1265,2015-09-29,"['tropical fruit', 'red/blush wine', 'shopping bags']"
2147,2014-09-15,"['canned vegetables', 'brown bread', 'salty snack']"
2816,2015-10-01,"['rolls/buns', 'tropical fruit', 'fruit/vegetable juice', 'seasonal products']"
2196,2015-10-09,"['house keeping products', 'meat']"
3384,2014-09-23,"['rolls/buns', 'seasonal products']"
1242,2014-12-16,"['butter', 'chocolate']"
4028,2015-07-08,"['napkins', 'other vegetables', 'pastry', 'frankfurter']"
3516,2015-12-13,"['photo/film', 'whipped/sour cream']"
3954,2015-01-21,"['frozen fish', 'frankfurter', 'beef', 'napkins', 'rice']"
1677,2015-02-21,"['specialty chocolate', 'liver loaf']"
3763,2015-06-27,"['frozen vegetables', 'whole milk', 'beef']"
3226,2014-07-22,"['chocolate', 'meat spreads']"
1996,2015-05-10,"['root vegetables', 'flower (seeds)', 'roll products ', 'canned beer']"
2092,2015-09-04,"['tropical fruit', 'brown bread', 'rolls/buns', 'beverages', 'pasta', 'pip fruit', 'sausage']"
3517,2014-07-20,"['chocolate marshmallow', 'spread cheese']"
2937,2014-04-24,"['sausage', 'yogurt', 'dishes']"
4985,2015-02-28,"['pickled vegetables', 'rolls/buns']"
1500,2014-04-01,"['bottled beer', 'fruit/vegetable juice']"
4719,2015-12-28,"['whole milk', 'other vegetables']"
2420,2014-07-17,"['soda', 'fruit/vegetable juice']"
1492,2015-01-29,"['hard cheese', 'cream cheese ']"
3201,2014-12-28,"['whole milk', 'bottled water']"
4456,2015-03-21,"['bottled beer', 'cling film/bags', 'dessert']"
1664,2014-10-06,"['pork', 'sugar']"
1438,2015-05-11,"['beef', 'sausage', 'whipped/sour cream']"
4450,2014-10-31,"['bottled beer', 'rolls/buns']"
1947,2014-07-16,"['bottled beer', 'whole milk']"
4240,2015-12-04,"['other vegetables', 'dessert']"
2807,2014-10-13,"['UHT-milk', 'bottled water']"
3896,2014-07-11,"['newspapers', 'dishes']"
4464,2014-04-11,"['hard cheese', 'oil']"
3082,2014-07-07,"['canned vegetables', 'cling film/bags', 'pip fruit']"
4759,2015-02-20,"['domestic eggs', 'frankfurter', 'ham', 'beef', 'other vegetables', 'baby cosmetics', 'margarine', 'artif. sweetener']"
1321,2014-07-11,"['soda', 'citrus fruit']"
1945,2014-11-05,"['whipped/sour cream', 'yogurt']"
2356,2014-04-21,"['chicken', 'rolls/buns']"
3615,2015-08-13,"['whole milk', 'popcorn', 'spread cheese']"
4522,2014-05-27,"['soda', 'other vegetables']"
4217,2014-06-20,"['whole milk', 'pastry']"
2857,2014-08-28,"['coffee', 'beef']"
1591,2014-12-29,"['whole milk', 'photo/film', 'oil', 'packaged fruit/vegetables']"
1403,2015-03-25,"['semi-finished bread', 'sliced cheese', 'salty snack']"
1332,2015-04-03,"['canned fish', 'rolls/buns', 'processed cheese']"
2659,2015-06-15,"['yogurt', 'tropical fruit']"
4170,2015-01-19,"['newspapers', 'domestic eggs', 'bottled water', 'curd', 'yogurt']"
1749,2014-12-09,"['baking powder', 'ham', 'onions']"
1294,2014-08-14,"['root vegetables', 'soda', 'other vegetables']"
3560,2014-11-25,"['berries', 'whole milk']"
4562,2014-05-26,"['soda', 'female sanitary products']"
4225,2015-05-01,"['bottled beer', 'pip fruit']"
4706,2014-03-31,"['cream cheese ', 'zwieback']"
2532,2014-09-21,"['rolls/buns', 'bottled water']"
3256,2014-10-10,"['white bread', 'yogurt', 'canned beer']"
2799,2015-09-02,"['fruit/vegetable juice', 'sugar']"
2918,2015-08-10,"['whole milk', 'ham']"
3309,2015-05-17,"['root vegetables', 'semi-finished bread']"
2401,2014-02-28,"['specialty chocolate', 'other vegetables']"
1316,2015-03-26,"['frozen vegetables', 'curd']"
3116,2014-12-10,"['whole milk', 'onions']"
3339,2015-04-13,"['margarine', 'meat']"
3822,2015-05-27,"['candy', 'specialty bar', 'chocolate marshmallow', 'whole milk', 'ham', 'ice cream', 'sugar', 'citrus fruit']"
2014,2014-06-07,"['brown bread', 'dessert']"
2759,2015-07-27,"['rolls/buns', 'yogurt']"
3317,2014-06-16,"['yogurt', 'dessert', 'shopping bags']"
1887,2014-10-18,"['berries', 'bottled water']"
3177,2014-09-13,"['soda', 'pip fruit']"
4426,2015-06-06,"['bottled beer', 'whole milk']"
3443,2015-04-18,"['chicken', 'pip fruit']"
3268,2014-05-04,"['root vegetables', 'shopping bags']"
1512,2015-09-20,"['chicken', 'domestic eggs']"
1170,2014-06-03,"['chocolate', 'shopping bags']"
4810,2015-08-15,"['chicken', 'dog food']"
2528,2014-03-15,"['coffee', 'candy']"
2825,2014-05-06,"['photo/film', 'frozen potato products']"
1367,2015-08-05,"['beef', 'yogurt', 'other vegetables']"
4947,2015-11-18,"['chicken', 'citrus fruit']"
3310,2014-09-09,"['soda', 'rolls/buns', 'flour', 'chewing gum']"
2097,2014-09-28,"['rolls/buns', 'processed cheese']"
2273,2015-11-27,"['root vegetables', 'hamburger meat']"
1832,2015-04-23,"['berries', 'sauces']"
2341,2014-03-23,"['toilet cleaner', 'roll products ']"
3450,2014-04-03,"['root vegetables', 'soda']"
2018,2015-08-25,"['chocolate', 'waffles']"
1414,2015-05-24,"['whole milk', 'other vegetables']"
4394,2014-07-18,"['cream cheese ', 'yogurt', 'pork']"
3204,2015-02-20,"['tropical fruit', 'oil']"
3517,2014-11-27,"['specialty bar', 'brown bread']"
2574,2015-12-11,"['hygiene articles', 'frozen vegetables', 'other vegetables', 'curd', 'salty snack']"
3507,2015-08-12,"['other vegetables', 'red/blush wine']"
2478,2014-02-25,"['photo/film', 'napkins', 'dessert']"
4661,2014-06-09,"['butter', 'whole milk']"
4582,2014-03-02,"['specialty chocolate', 'other vegetables']"
1692,2014-11-11,"['ready soups', 'canned beer']"
2904,2014-09-28,"['oil', 'whipped/sour cream', 'pastry']"
4296,2015-01-24,"['fruit/vegetable juice', 'frankfurter']"
4292,2014-04-06,"['coffee', 'salt', 'frozen potato products']"
3144,2014-06-05,"['other vegetables', 'shopping bags', 'pastry']"
4573,2015-01-25,"['pork', 'curd']"
2897,2014-11-07,"['mustard', 'curd']"
2294,2015-08-31,"['root vegetables', 'ice cream']"
3685,2015-08-26,"['soda', 'specialty chocolate', 'female sanitary products', 'curd']"
4147,2014-08-25,"['whole milk', 'napkins']"
4746,2014-01-02,"['newspapers', 'margarine']"
1407,2014-11-03,"['butter', 'whole milk']"
2556,2014-11-11,"['other vegetables', 'specialty bar']"
2712,2015-09-11,"['soda', 'other vegetables', 'frozen potato products']"
1234,2014-05-12,"['curd', 'pastry']"
2465,2015-12-27,"['soda', 'tropical fruit', 'whole milk', 'other vegetables', 'citrus fruit', 'curd', 'pastry', 'detergent', 'syrup']"
3450,2015-12-24,"['butter', 'shopping bags', 'pip fruit']"
4117,2015-12-10,"['organic sausage', 'tropical fruit', 'shopping bags', 'canned beer']"
3543,2015-05-17,"['whole milk', 'canned beer']"
1606,2014-01-12,"['dog food', 'canned beer']"
3830,2014-10-12,"['newspapers', 'ice cream', 'pastry', 'pip fruit']"
1944,2015-08-31,"['whole milk', 'whipped/sour cream']"
4458,2014-01-27,"['spread cheese', 'pip fruit']"
2991,2014-03-01,"['root vegetables', 'waffles', 'soda']"
4589,2015-07-10,"['frozen vegetables', 'white bread', 'soda']"
3743,2014-01-06,"['coffee', 'photo/film', 'domestic eggs', 'soda']"
3684,2015-02-15,"['chocolate', 'ham']"
1921,2015-02-23,"['chocolate', 'rolls/buns']"
1114,2015-04-26,"['chicken', 'shopping bags']"
4116,2014-05-23,"['dishes', 'pastry']"
3184,2014-04-20,"['berries', 'whole milk']"
3445,2015-04-30,"['soda', 'tropical fruit']"
4669,2015-06-25,"['whole milk', 'whipped/sour cream']"
4214,2014-10-03,"['sausage', 'cake bar']"
1574,2014-11-30,"['whole milk', 'other vegetables']"
3280,2014-06-07,"['soda', 'beef']"
3934,2015-03-27,"['whole milk', 'whipped/sour cream']"
2331,2015-02-15,"['sausage', 'yogurt']"
1636,2015-09-19,"['bottled beer', 'rolls/buns']"
1074,2014-05-08,"['shopping bags', 'oil']"
4058,2014-02-07,"['berries', 'whole milk', 'flour']"
2383,2014-01-13,"['yogurt', 'pork']"
3841,2014-08-01,"['specialty cheese', 'brown bread']"
4617,2014-11-18,"['berries', 'yogurt', 'bottled water']"
1948,2014-05-31,"['UHT-milk', 'yogurt', 'citrus fruit']"
3058,2014-03-12,"['newspapers', 'rolls/buns']"
4435,2014-01-27,"['root vegetables', 'flour']"
4845,2015-10-12,"['berries', 'frozen dessert']"
1587,2014-12-26,"['margarine', 'curd']"
2035,2014-07-01,"['rice', 'jam']"
2348,2015-02-28,"['tropical fruit', 'citrus fruit', 'root vegetables', 'soda']"
1296,2015-11-23,"['yogurt', 'other vegetables']"
1460,2015-01-13,"['napkins', 'ham', 'other vegetables']"
3052,2014-10-26,"['hard cheese', 'rolls/buns', 'ketchup']"
2615,2014-05-29,"['chocolate', 'rolls/buns']"
4341,2014-03-29,"['rolls/buns', 'other vegetables']"
1415,2014-12-28,"['sausage', 'domestic eggs']"
1538,2014-06-12,"['sausage', 'dessert']"
3102,2014-05-09,"['white bread', 'other vegetables']"
2019,2015-05-28,"['waffles', 'citrus fruit']"
1190,2014-05-18,"['soda', 'rolls/buns', 'pip fruit']"
2036,2014-07-20,"['soda', 'whipped/sour cream']"
4178,2014-05-26,"['butter', 'popcorn']"
4314,2014-06-15,"['butter', 'whole milk', 'newspapers', 'chewing gum']"
3912,2015-01-06,"['berries', 'rolls/buns', 'pastry']"
3508,2014-12-15,"['root vegetables', 'frozen fruits', 'waffles']"
2630,2014-01-11,"['root vegetables', 'processed cheese']"
1836,2014-04-13,"['whole milk', 'sugar']"
3315,2014-01-21,"['whole milk', 'frozen meals']"
2606,2015-01-26,"['chicken', 'rolls/buns', 'tropical fruit', 'liquor']"
4202,2015-02-18,"['soda', 'meat']"
2632,2015-05-24,"['domestic eggs', 'whipped/sour cream']"
3014,2015-11-11,"['curd cheese', 'napkins', 'sausage', 'bottled water']"
2946,2015-05-24,"['napkins', 'frankfurter']"
1876,2015-06-16,"['tropical fruit', 'frozen meals']"
1837,2015-07-09,"['roll products ', 'rolls/buns', 'citrus fruit', 'pot plants', 'fruit/vegetable juice', 'yogurt']"
4595,2015-08-07,"['yogurt', 'frozen meals']"
1953,2015-03-09,"['whole milk', 'beef', 'citrus fruit', 'pet care']"
2428,2014-12-06,"['UHT-milk', 'whipped/sour cream', 'fruit/vegetable juice']"
4897,2014-11-25,"['coffee', 'canned fish']"
4056,2015-10-20,"['root vegetables', 'tropical fruit']"
4487,2015-01-22,"['tropical fruit', 'brown bread', 'other vegetables', 'curd', 'bottled beer']"
4397,2015-06-27,"['onions', 'rolls/buns', 'whipped/sour cream', 'other vegetables', 'yogurt']"
3797,2014-01-01,"['whole milk', 'waffles']"
4675,2015-09-14,"['coffee', 'fruit/vegetable juice', 'citrus fruit', 'other vegetables']"
4518,2014-08-31,"['yogurt', 'other vegetables']"
4654,2014-05-06,"['frozen vegetables', 'rolls/buns']"
3664,2015-05-30,"['whole milk', 'other vegetables']"
4170,2015-01-08,"['soda', 'rolls/buns']"
2242,2014-04-27,"['liquor (appetizer)', 'napkins', 'yogurt', 'rolls/buns']"
1871,2014-12-14,"['cream cheese ', 'tropical fruit']"
4233,2014-01-18,"['soda', 'chicken', 'packaged fruit/vegetables']"
4117,2015-08-11,"['citrus fruit', 'pot plants']"
1678,2015-08-23,"['whole milk', 'bottled water']"
4183,2014-10-12,"['sausage', 'fruit/vegetable juice', 'salt']"
2614,2015-06-25,"['whole milk', 'rolls/buns']"
1264,2015-11-17,"['bottled water', 'pastry']"
4440,2014-03-01,"['newspapers', 'butter milk']"
3654,2015-12-16,"['bottled water', 'frankfurter']"
1917,2014-01-26,"['curd cheese', 'sausage']"
2836,2014-10-04,"['whole milk', 'shopping bags']"
1473,2014-05-01,"['rolls/buns', 'hamburger meat']"
2693,2015-08-17,"['yogurt', 'frankfurter']"
3728,2015-03-15,"['specialty chocolate', 'rolls/buns']"
4667,2014-03-05,"['chocolate', 'white wine', 'canned beer']"
4924,2015-08-26,"['whole milk', 'specialty bar']"
2999,2015-04-17,"['beef', 'canned beer']"
4856,2014-07-08,"['pasta', 'tropical fruit', 'sugar']"
3511,2014-06-04,"['bottled beer', 'whole milk']"
3142,2014-02-12,"['whole milk', 'tropical fruit']"
1702,2014-01-12,"['yogurt', 'pip fruit']"
1316,2014-05-31,"['bottled beer', 'curd']"
1527,2014-01-29,"['domestic eggs', 'other vegetables']"
2849,2014-02-11,"['UHT-milk', 'newspapers', 'herbs']"
1284,2014-06-26,"['rolls/buns', 'margarine']"
2042,2015-11-17,"['root vegetables', 'yogurt']"
2601,2015-04-30,"['specialty chocolate', 'beef']"
3724,2015-11-26,"['sausage', 'curd']"
2539,2014-11-23,"['bottled beer', 'yogurt']"
2960,2015-02-17,"['finished products', 'pastry']"
4770,2014-02-17,"['chicken', 'roll products ']"
2037,2014-05-05,"['napkins', 'citrus fruit', 'curd']"
1025,2014-03-10,"['cream cheese ', 'ham']"
4608,2015-11-25,"['chocolate', 'frozen vegetables', 'fruit/vegetable juice']"
1846,2015-05-18,"['sausage', 'misc. beverages']"
1676,2014-03-29,"['root vegetables', 'soda']"
2053,2015-09-21,"['yogurt', 'citrus fruit', 'rolls/buns']"
1722,2014-07-12,"['soda', 'whole milk']"
2014,2014-07-18,"['whole milk', 'cake bar']"
4195,2015-05-04,"['other vegetables', 'salty snack']"
1613,2014-01-17,"['tropical fruit', 'pastry']"
3918,2015-06-22,"['beef', 'whipped/sour cream']"
3998,2014-01-08,"['Instant food products', 'ice cream', 'long life bakery product']"
2377,2014-02-13,"['bottled beer', 'pastry']"
3457,2014-11-09,"['coffee', 'whole milk', 'bottled water']"
3954,2015-02-10,"['onions', 'canned beer']"
1819,2014-12-22,"['coffee', 'fruit/vegetable juice']"
3925,2015-03-25,"['root vegetables', 'turkey', 'beef', 'curd', 'margarine', 'shopping bags']"
1651,2015-07-28,"['beef', 'chicken']"
3410,2014-01-20,"['cream cheese ', 'shopping bags']"
1438,2014-05-18,"['butter', 'coffee']"
1652,2014-03-15,"['root vegetables', 'pastry']"
1832,2015-11-17,"['mayonnaise', 'sausage', 'pastry']"
2398,2014-07-23,"['coffee', 'yogurt']"
4841,2015-12-17,"['misc. beverages', 'rolls/buns', 'yogurt', 'canned beer']"
4304,2015-02-14,"['canned fish', 'pork']"
3672,2015-05-28,"['berries', 'chicken', 'whole milk', 'beverages', 'zwieback', 'sausage', 'canned beer']"
3869,2014-08-12,"['chocolate', 'white bread', 'male cosmetics', 'canned beer']"
2339,2014-01-28,"['chocolate', 'bottled water']"
2256,2015-04-11,"['female sanitary products', 'curd']"
4937,2015-05-18,"['whole milk', 'sausage']"
1787,2015-05-09,"['whipped/sour cream', 'frozen meals']"
2094,2014-05-07,"['other vegetables', 'shopping bags']"
4273,2015-01-22,"['rolls/buns', 'red/blush wine']"
1694,2014-10-01,"['rolls/buns', 'tropical fruit', 'long life bakery product', 'dessert']"
4694,2015-11-18,"['hamburger meat', 'oil']"
3190,2014-04-13,"['bottled beer', 'curd', 'pastry']"
4211,2014-03-22,"['rolls/buns', 'detergent']"
3122,2015-10-13,"['canned fruit', 'citrus fruit', 'dessert', 'pip fruit']"
2564,2014-01-14,"['root vegetables', 'rolls/buns', 'long life bakery product']"
2878,2014-11-04,"['whipped/sour cream', 'pastry']"
4830,2014-04-04,"['bottled beer', 'oil']"
2121,2014-11-03,"['chocolate', 'bottled water']"
4339,2014-06-10,"['mayonnaise', 'meat spreads']"
1706,2014-04-02,"['soda', 'yogurt']"
4449,2014-09-25,"['root vegetables', 'brown bread']"
3571,2014-10-31,"['other vegetables', 'pastry']"
3687,2014-10-01,"['rolls/buns', 'other vegetables']"
3489,2015-03-09,"['nuts/prunes', 'tropical fruit']"
4056,2015-06-12,"['soda', 'chicken', 'liquor', 'chewing gum', 'yogurt']"
1354,2014-03-17,"['cream cheese ', 'red/blush wine']"
2592,2015-03-20,"['chicken', 'rolls/buns', 'yogurt']"
3074,2015-04-13,"['whole milk', 'margarine']"
2523,2015-04-04,"['yogurt', 'bottled water', 'curd']"
4678,2014-03-13,"['citrus fruit', 'soap']"
4977,2015-04-19,"['bottled beer', 'whole milk', 'rolls/buns']"
4646,2015-06-14,"['hamburger meat', 'frankfurter']"
4911,2014-07-20,"['domestic eggs', 'other vegetables']"
4154,2014-12-16,"['beef', 'pasta']"
4556,2015-01-10,"['canned beer', 'pip fruit']"
1114,2015-07-10,"['UHT-milk', 'white bread', 'misc. beverages']"
4608,2014-07-20,"['whole milk', 'cream cheese ', 'candy']"
4573,2014-03-24,"['soda', 'sliced cheese', 'soft cheese']"
1195,2014-08-14,"['butter', 'shopping bags']"
2760,2015-08-02,"['citrus fruit', 'other vegetables']"
1945,2014-12-02,"['fruit/vegetable juice', 'oil']"
1690,2015-08-21,"['curd', 'sugar']"
4625,2015-04-07,"['pasta', 'sausage', 'bottled water']"
2533,2014-10-30,"['ham', 'ice cream']"
3426,2015-10-25,['yogurt']
1785,2015-06-07,"['whole milk', 'sausage', 'fruit/vegetable juice', 'curd']"
3948,2014-02-20,"['sparkling wine', 'waffles', 'shopping bags']"
4931,2014-09-26,"['waffles', 'margarine']"
3644,2014-04-16,"['photo/film', 'yogurt']"
3733,2014-05-23,"['butter', 'white bread']"
2155,2014-10-31,"['condensed milk', 'salty snack']"
2093,2014-02-16,"['waffles', 'whipped/sour cream']"
3912,2014-12-08,"['cream cheese ', 'yogurt']"
1784,2015-05-26,"['other vegetables', 'pip fruit']"
4260,2015-11-16,"['soda', 'whole milk', 'chicken', 'margarine']"
1420,2014-03-25,"['domestic eggs', 'cat food']"
4086,2014-01-14,"['napkins', 'semi-finished bread', 'dishes', 'pastry']"
3396,2014-07-13,"['yogurt', 'packaged fruit/vegetables']"
4288,2014-06-20,"['citrus fruit', 'frozen potato products']"
1385,2015-11-19,"['root vegetables', 'turkey', 'other vegetables', 'pip fruit', 'chocolate', 'fruit/vegetable juice', 'yogurt']"
4088,2015-03-05,"['chocolate marshmallow', 'detergent', 'yogurt']"
4075,2014-03-08,"['butter', 'whole milk']"
3957,2014-07-19,"['canned vegetables', 'root vegetables', 'cake bar']"
4898,2014-04-03,"['tropical fruit', 'long life bakery product']"
2663,2014-11-15,"['tropical fruit', 'shopping bags']"
1493,2015-10-01,"['semi-finished bread', 'spices']"
2290,2015-09-10,"['other vegetables', 'pip fruit']"
3527,2014-09-04,"['dessert', 'processed cheese', 'shopping bags']"
3946,2015-02-13,"['newspapers', 'whipped/sour cream']"
2861,2015-12-02,"['whole milk', 'pastry']"
2803,2014-08-10,"['rolls/buns', 'curd']"
3775,2015-07-07,"['pork', 'brown bread', 'beverages', 'margarine', 'Instant food products']"
4466,2014-07-14,"['soda', 'whole milk']"
4648,2014-10-03,"['whipped/sour cream', 'flour', 'onions']"
2184,2014-05-19,"['whole milk', 'shopping bags']"
1410,2014-06-24,"['whipped/sour cream', 'shopping bags']"
2349,2015-02-26,"['whole milk', 'sausage']"
2733,2015-07-22,['yogurt']
1213,2015-03-03,"['newspapers', 'chicken', 'pork', 'dessert', 'brown bread', 'beef', 'margarine']"
1449,2015-05-27,"['soda', 'whole milk']"
2428,2014-02-11,"['margarine', 'yogurt', 'sugar']"
2798,2014-03-19,"['rolls/buns', 'margarine']"
1129,2014-04-18,"['white wine', 'flower (seeds)']"
2919,2015-06-30,"['candles', 'pip fruit']"
3224,2015-01-19,"['bottled beer', 'bottled water', 'pastry', 'liver loaf']"
4798,2014-05-19,"['soda', 'popcorn', 'pip fruit']"
4403,2015-05-08,"['yogurt', 'canned beer']"
2283,2015-01-18,"['root vegetables', 'margarine', 'frozen meals', 'shopping bags']"
4715,2014-11-24,"['newspapers', 'chewing gum']"
3645,2015-12-05,"['rolls/buns', 'citrus fruit']"
1163,2014-04-30,"['frozen vegetables', 'white bread']"
4608,2015-04-27,"['ketchup', 'frankfurter']"
3190,2015-03-28,"['soda', 'tropical fruit', 'hamburger meat', 'beverages', 'yogurt']"
3158,2014-02-14,"['margarine', 'processed cheese']"
1517,2015-03-01,"['bottled beer', 'frankfurter']"
3671,2015-10-11,"['bottled beer', 'pork', 'brown bread', 'shopping bags']"
3916,2014-05-22,"['tropical fruit', 'onions']"
3582,2014-06-16,"['domestic eggs', 'tropical fruit', 'dessert']"
